mouse_symbol,human_symbol,source,confidence
CD1D2,CD1D,HCOP,8
CD200R2,CD200R1L,HCOP,8
CD209B,CD209,HCOP,8
CD300C2,CD300C,HCOP,8
CD59A,CD59,HCOP,8
CDSN,CDSN,HCOP,8
CEACAM1,CEACAM1,HCOP,8
CENPX,CENPX,HCOP,8
CERS1,CERS1,HCOP,8
CES2C,CES2,HCOP,8
CES2E,CES2,HCOP,8
CFAP47,CFAP47,HCOP,8
CFAP70,CFAP70,HCOP,8
CFH,CFH,HCOP,8
CLCNKB,CLCNKA,HCOP,8
CLDN22,CLDN22,HCOP,8
CLDN24,CLDN24,HCOP,8
CLEC4A3,CLEC4A,HCOP,8
CMTM2A,CMTM2,HCOP,8
CNPY1,CNPY1,HCOP,8
CNTNAP3,CNTNAP3,HCOP,8
CNTNAP5A,CNTNAP5,HCOP,8
COL9A3,COL9A3,HCOP,8
CR1L,CR1L,HCOP,8
CRB3,CRB3,HCOP,8
CSF2RA,CSF2RA,HCOP,8
CSMD2,CSMD2,HCOP,8
CSTA3,CSTA,HCOP,8
CSTDC5,CSTA,HCOP,8
CTRC,CTRC,HCOP,8
CYCS,CYCS,HCOP,8
CYP26C1,CYP26C1,HCOP,8
CYP2A5,CYP2A6,HCOP,8
CYP2J9,CYP2J2,HCOP,8
CYP3A11,CYP3A5,HCOP,8
CYP3A13,CYP3A7,HCOP,8
CYP4A31,CYP4A11,HCOP,8
DCAF12L1,DCAF12L1,HCOP,8
DCAF12L2,DCAF12L2,HCOP,8
DEFB12,DEFB105A,HCOP,8
DEFB14,DEFB103A,HCOP,8
DEFB19,DEFB119,HCOP,8
DEFB30,DEFB135,HCOP,8
DEFB47,DEFB130A,HCOP,8
DGCR6,DGCR6,HCOP,8
DNAH12,DNAH12,HCOP,8
DNAH7B,DNAH7,HCOP,8
DNAH7C,DNAH7,HCOP,8
DPF3,DPF3,HCOP,8
DSG1C,DSG1,HCOP,8
DSPP,DSPP,HCOP,8
DST,DST,HCOP,8
DYNLT1C,DYNLT1,HCOP,8
ECE2,ECE2,HCOP,8
EID3,EID3,HCOP,8
EIF1AX,EIF1AX,HCOP,8
ERMARD,ERMARD,HCOP,8
FAM181B,FAM181B,HCOP,8
FAM183B,CFAP144,HCOP,8
FANCE,FANCE,HCOP,8
FPR3,FPR2,HCOP,8
FRAT1,FRAT1,HCOP,8
GAL3ST2B,GAL3ST2,HCOP,8
GALNT4,GALNT4,HCOP,8
GARIN5B,GARIN5B,HCOP,8
GBP2,GBP2,HCOP,8
GDF1,GDF1,HCOP,8
GET1,GET1,HCOP,8
GGT1,GGT1,HCOP,8
GIMD1,GIMD1,HCOP,8
GIPC3,GIPC3,HCOP,8
GM5114,C2ORF78,HCOP,8
GM572,C1ORF127,HCOP,8
GM867,C22ORF15,HCOP,8
GM973,KIAA2012,HCOP,8
GML,GML,HCOP,8
GPR52,GPR52,HCOP,8
GSDMA2,GSDMA,HCOP,8
GSDMC3,GSDMC,HCOP,8
GSDMC4,GSDMC,HCOP,8
GSG1L2,GSG1L2,HCOP,8
GSTA1,GSTA5,HCOP,8
GSTM7,GSTM2,HCOP,8
GSTT2,GSTT2B,HCOP,8
H1F3,H1-3,HCOP,8
H1F5,H1-5,HCOP,8
H1F7,H1-7,HCOP,8
H2-AB1,HLA-DQB1,HCOP,8
H2-DMB2,HLA-DMB,HCOP,8
HAMP2,HAMP,HCOP,8
HIGD1C,HIGD1C,HCOP,8
HMCN2,HMCN2,HCOP,8
HMGB3,HMGB3,HCOP,8
HRCT1,HRCT1,HCOP,8
HSD3B1,HSD3B1,HCOP,8
HSD3B2,HSD3B1,HCOP,8
HSD3B6,HSD3B1,HCOP,8
HSFY2,HSFY2,HCOP,8
HSPA1A,HSPA1A,HCOP,8
IFITM3,IFITM3,HCOP,8
IFNA6,IFNA1,HCOP,8
IFNL3,IFNL3,HCOP,8
IGLL1,IGLL5,HCOP,8
IL11RA2,IL11RA,HCOP,8
IL4I1B,IL4I1,HCOP,8
INPP4A,INPP4A,HCOP,8
KCNE1,KCNE1,HCOP,8
KCNN2,KCNN2,HCOP,8
KHDC1B,KHDC1L,HCOP,8
KIFC1,KIFC1,HCOP,8
KIFC5B,KIFC1,HCOP,8
KLK1B3,KLK1,HCOP,8
KLKB1,KLKB1,HCOP,8
KLRB1,KLRB1,HCOP,8
KLRB1C,KLRB1,HCOP,8
KLRD1,KLRD1,HCOP,8
KNG1,KNG1,HCOP,8
KRT33A,KRT33A,HCOP,8
KRT33B,KRT33B,HCOP,8
KRT76,KRT76,HCOP,8
KRT78,KRT78,HCOP,8
KRT81,KRT81,HCOP,8
KRT86,KRT86,HCOP,8
KRTAP3-3,KRTAP3-2,HCOP,8
LACTBL1,LACTBL1,HCOP,8
LDHAL6B,LDHAL6B,HCOP,8
LEMD1,LEMD1,HCOP,8
LIPI,LIPI,HCOP,8
LRRC74B,LRRC74B,HCOP,8
LYZ2,LYZ,HCOP,8
MAGEA10,MAGEA10,HCOP,8
MAP1LC3B,MAP1LC3B,HCOP,8
MAP4,MAP4,HCOP,8
MARCHF10,MARCHF10,HCOP,8
MARCKS,MARCKS,HCOP,8
MATR3,MATR3,HCOP,8
MEF2BL,MEF2B,HCOP,8
MEIKIN,MEIKIN,HCOP,8
MFAP1B,MFAP1,HCOP,8
MMP1A,MMP1,HCOP,8
MRGPRX1,MRGPRX4,HCOP,8
MRPL23,MRPL23,HCOP,8
MS4A18,MS4A18,HCOP,8
MS4A6D,MS4A6A,HCOP,8
MSLNL,MSLNL,HCOP,8
MT3,MT3,HCOP,8
MTERF1A,MTERF1,HCOP,8
MXRA7,MXRA7,HCOP,8
MYH14,MYH14,HCOP,8
N4BP2L2,N4BP2L2,HCOP,8
NAA11,NAA11,HCOP,8
NAALADL2,NAALADL2,HCOP,8
NAT1,NAT2,HCOP,8
NDOR1,NDOR1,HCOP,8
NEBL,NEBL,HCOP,8
NHLRC4,NHLRC4,HCOP,8
NLRP4C,NLRP4,HCOP,8
NME2,NME2,HCOP,8
NME9,NME9,HCOP,8
NNAT,NNAT,HCOP,8
NPW,NPW,HCOP,8
NPY4R,NPY4R,HCOP,8
NRBP2,NRBP2,HCOP,8
NSUN4,NSUN4,HCOP,8
NT5C1B,NT5C1B,HCOP,8
NUDT11,NUDT11,HCOP,8
NUP58,NUP58,HCOP,8
NUTM2,NUTM2A,HCOP,8
OAS1A,OAS1,HCOP,8
OAS1G,OAS1,HCOP,8
OR10A3,OR10A3,HCOP,8
OR10AD1,OR10AD1,HCOP,8
OR10AD1C,OR10AD1,HCOP,8
OR10AG2,OR10AG1,HCOP,8
OR10G1,OR10G2,HCOP,8
OR10G3,OR10G3,HCOP,8
OR10G7,OR10G7,HCOP,8
OR10H1B,OR10H1,HCOP,8
OR10X1,OR10X1,HCOP,8
OR10Z1,OR10Z1,HCOP,8
OR11H4B,OR11H4,HCOP,8
OR13C3,OR13C3,HCOP,8
OR14A259,OR14A2,HCOP,8
OR1A1,OR1A1,HCOP,8
OR1A1B,OR1A1,HCOP,8
OR1L8,OR1L8,HCOP,8
OR1N1B,OR1N1,HCOP,8
OR1S2,OR1S1,HCOP,8
OR2A54,OR2A14,HCOP,8
OR2A7,OR2A4,HCOP,8
OR2AJ4,OR2AJ1,HCOP,8
OR2AJ5,OR2AJ1,HCOP,8
OR2AK6,OR2AK2,HCOP,8
OR2B2,OR2B2,HCOP,8
OR2D2,OR2D2,HCOP,8
OR2D36,OR2D3,HCOP,8
OR2F1,OR2F1,HCOP,8
OR2J3,OR2J2,HCOP,8
OR2L5,OR2L2,HCOP,8
OR2T1,OR2T1,HCOP,8
OR2V2,OR2V2,HCOP,8
OR2W3B,OR2W3,HCOP,8
OR3A1B,OR3A1,HCOP,8
OR3A1C,OR3A1,HCOP,8
OR4B1,OR4B1,HCOP,8
OR4C10,OR4C46,HCOP,8
OR4C11,OR4C11,HCOP,8
OR4C12,OR4C12,HCOP,8
OR4D10C,OR4D10,HCOP,8
OR4D2B,OR4D2,HCOP,8
OR4F15,OR4F15,HCOP,8
OR4F6,OR4F6,HCOP,8
OR4K2,OR4K2,HCOP,8
OR4L15,OR4L1,HCOP,8
OR4S2B,OR4S2,HCOP,8
OR51A7,OR51A7,HCOP,8
OR51B6,OR51B6,HCOP,8
OR51I1,OR51I1,HCOP,8
OR51Q1,OR51Q1,HCOP,8
OR52E8B,OR52E6,HCOP,8
OR52K2,OR52K2,HCOP,8
OR52N2C,OR52N2,HCOP,8
OR56A3B,OR56A3,HCOP,8
OR5AN1B,OR5AN1,HCOP,8
OR5AN1C,OR5AN1,HCOP,8
OR5AR1,OR5AR1,HCOP,8
OR5B12,OR5B12,HCOP,8
OR5D36,OR5D14,HCOP,8
OR5K16,OR5K4,HCOP,8
OR5K1B,OR5K1,HCOP,8
OR5M3,OR5M3,HCOP,8
OR5P57,OR5P3,HCOP,8
OR5T5,OR5T3,HCOP,8
OR5V1,OR5V1,HCOP,8
OR5W8,OR5W2,HCOP,8
OR6B2B,OR6B2,HCOP,8
OR6B3,OR6B2,HCOP,8
OR6C217,OR6C70,HCOP,8
OR6C3,OR6C3,HCOP,8
OR6C75,OR6C75,HCOP,8
OR6C76,OR6C76,HCOP,8
OR6C8,OR2AP1,HCOP,8
OR6Y1,OR6Y1,HCOP,8
OR8B12B,OR8B12,HCOP,8
OR8B12C,OR8B12,HCOP,8
OR8B4,OR8B4,HCOP,8
OR8D1,OR8D1,HCOP,8
OR8D1B,OR8D1,HCOP,8
OR8D2,OR8D2,HCOP,8
OR8H10,OR8H2,HCOP,8
OR8J3,OR8J1,HCOP,8
OR8K21,OR8K5,HCOP,8
OR9G4,OR9G4,HCOP,8
OR9I1B,OR9I1,HCOP,8
OR9K2,OR9K2,HCOP,8
ORM1,ORM1,HCOP,8
ORM2,ORM2,HCOP,8
OST4,OST4,HCOP,8
OTOGL,OTOGL,HCOP,8
PABIR3,PABIR3,HCOP,8
PAKAP,PALM2AKAP2,HCOP,8
PBP2,PEBP1,HCOP,8
PCDHAC1,PCDHAC1,HCOP,8
PCDHB10,PCDHB5,HCOP,8
PCDHB16,PCDHB13,HCOP,8
PCDHB4,PCDHB5,HCOP,8
PCDHB7,PCDHB4,HCOP,8
PDF,PDF,HCOP,8
PDHA2,PDHA2,HCOP,8
PHF11C,PHF11,HCOP,8
PIERCE2,PIERCE2,HCOP,8
PKD1L2,PKD1L2,HCOP,8
PLK5,PLK5,HCOP,8
PLSCR1,PLSCR1,HCOP,8
PNLIPRP2,PNLIPRP2,HCOP,8
PPAN,PPAN,HCOP,8
PPP1R12B,PPP1R12B,HCOP,8
PPP1R2,PPP1R2,HCOP,8
PRR36,PRR36,HCOP,8
PRSS45,PRSS45P,HCOP,8
PTCD1,PTCD1,HCOP,8
PTGES3L,PTGES3L,HCOP,8
PTPMT1,PTPMT1,HCOP,8
RAB42,RAB42,HCOP,8
REG1,REG1A,HCOP,8
RETNLG,RETNLB,HCOP,8
RIMBP3,RIMBP3C,HCOP,8
RNASE2A,RNASE2,HCOP,8
RNASET2B,RNASET2,HCOP,8
RNF113A1,RNF113A,HCOP,8
RNF212B,RNF212B,HCOP,8
RNF223,RNF223,HCOP,8
RPL10L,RPL10L,HCOP,8
RPL23A,RPL23A,HCOP,8
RPL29,RPL29,HCOP,8
RPL36,RPL36,HCOP,8
RPL36A,RPL36A,HCOP,8
RPL7A,RPL7A,HCOP,8
RPL9,RPL9,HCOP,8
RPS10,RPS10,HCOP,8
RPS24,RPS24,HCOP,8
RPS6KA4,RPS6KA4,HCOP,8
RSPH3A,RSPH3,HCOP,8
RSPH3B,RSPH3,HCOP,8
RTL1,RTL1,HCOP,8
RTP3,RTP3,HCOP,8
SCD2,SCD,HCOP,8
SCGB2A2,SCGB2A1,HCOP,8
SCHIP1,SCHIP1,HCOP,8
SCN7A,SCN7A,HCOP,8
SCNM1,SCNM1,HCOP,8
SELENOV,SELENOV,HCOP,8
SEM1,SEM1,HCOP,8
SEPTIN1,SEPTIN1,HCOP,8
SERF2,SERF2,HCOP,8
SERPINA1D,SERPINA1,HCOP,8
SERPINA3B,SERPINA3,HCOP,8
SERPINA3K,SERPINA3,HCOP,8
SERPINA3M,SERPINA3,HCOP,8
SERPINB1B,SERPINB1,HCOP,8
SERPINB6C,SERPINB6,HCOP,8
SERPINB9B,SERPINB9,HCOP,8
SETD1B,SETD1B,HCOP,8
SGO2B,SGO2,HCOP,8
SH2D1B1,SH2D1B,HCOP,8
SHANK3,SHANK3,HCOP,8
SIRPB1A,SIRPB1,HCOP,8
SLC22A19,SLC22A9,HCOP,8
SLC22A26,SLC22A9,HCOP,8
SLC22A27,SLC22A25,HCOP,8
SLC22A29,SLC22A25,HCOP,8
SLC22A30,SLC22A25,HCOP,8
SLC35G3,SLC35G6,HCOP,8
SLCO1A1,SLCO1A2,HCOP,8
SLCO1A4,SLCO1A2,HCOP,8
SLCO1A6,SLCO1A2,HCOP,8
SLFN3,SLFN12,HCOP,8
SMCO4,SMCO4,HCOP,8
SMIM10L1,SMIM10L1,HCOP,8
SMIM11,SMIM11,HCOP,8
SMIM20,SMIM20,HCOP,8
SMLR1,SMLR1,HCOP,8
SNRNP27,SNRNP27,HCOP,8
SNURF,SNURF,HCOP,8
SP100,SP100,HCOP,8
SPDYE4B,SPDYE4,HCOP,8
SPINK2,SPINK2,HCOP,8
SPINK8,SPINK8,HCOP,8
SPRR3,SPRR3,HCOP,8
SRSF12,SRSF12,HCOP,8
STFA1,CSTA,HCOP,8
STFA2L1,CSTA,HCOP,8
STFA3,CSTA,HCOP,8
SULT1A1,SULT1A2,HCOP,8
SULT2A3,SULT2A1,HCOP,8
SULT2A4,SULT2A1,HCOP,8
SVIP,SVIP,HCOP,8
SWI5,SWI5,HCOP,8
TAFA3,TAFA3,HCOP,8
TAGAP1,TAGAP,HCOP,8
TCL1B1,TCL1B,HCOP,8
TCL1B3,TCL1B,HCOP,8
TCL1B4,TCL1B,HCOP,8
TCL1B5,TCL1B,HCOP,8
TEDDM1A,TEDDM1,HCOP,8
TEX13A,TEX13A,HCOP,8
TEX19.1,TEX19,HCOP,8
TEX19.2,TEX19,HCOP,8
TMIGD3,TMIGD3,HCOP,8
TMT1A,TMT1A,HCOP,8
TNNI3K,TNNI3K,HCOP,8
TPM3,TPM3,HCOP,8
TPTE,TPTE,HCOP,8
TRIM43C,TRIM43,HCOP,8
TTC24,TTC24,HCOP,8
UBQLN2,UBQLN2,HCOP,8
UGT1A1,UGT1A1,HCOP,8
UGT1A5,UGT1A4,HCOP,8
UGT1A6B,UGT1A6,HCOP,8
UGT3A2,UGT3A1,HCOP,8
USP18,USP18,HCOP,8
USP26,USP26,HCOP,8
USP29,USP29,HCOP,8
USP44,USP44,HCOP,8
VMA21,VMA21,HCOP,8
VWA3B,VWA3B,HCOP,8
VWDE,VWDE,HCOP,8
WFDC12,WFDC12,HCOP,8
YY2,YY2,HCOP,8
ZBTB47,ZBTB47,HCOP,8
ZCCHC10,ZCCHC10,HCOP,8
ZCCHC18,ZCCHC18,HCOP,8
ZCWPW2,ZCWPW2,HCOP,8
ZFP27,ZNF585A,HCOP,8
ZFP420,ZNF420,HCOP,8
ZFP707,ZNF707,HCOP,8
ZFP853,ZNF853,HCOP,8
ZRSR2,ZRSR2,HCOP,8
ZSCAN18,ZSCAN18,HCOP,8
ZSCAN4D,ZSCAN4,HCOP,8
1700012B09RIK,C11ORF97,HCOP,7
1810009A15RIK,C11ORF98,HCOP,7
2310039H08RIK,C6ORF226,HCOP,7
2900026A02RIK,KIAA1671,HCOP,7
4930563E22RIK,C17ORF100,HCOP,7
4932415D10RIK,SPATA31H1,HCOP,7
AADACL4FM3,AADACL4,HCOP,7
AARSD1,AARSD1,HCOP,7
ABCB1B,ABCB1,HCOP,7
ACOT2,ACOT2,HCOP,7
AFG2B,AFG2B,HCOP,7
AKR1B10,AKR1B10,HCOP,7
ALG13,ALG13,HCOP,7
AMD2,AMD1,HCOP,7
AMY1,AMY2A,HCOP,7
ANAPC15,ANAPC15,HCOP,7
ANK2,ANK2,HCOP,7
ANKRD50,ANKRD50,HCOP,7
ANXA8,ANXA8L1,HCOP,7
ARMH2,ARMH2,HCOP,7
ATP10D,ATP10D,HCOP,7
BBIP1,BBIP1,HCOP,7
CALCB,CALCB,HCOP,7
CALHM3,CALHM3,HCOP,7
CATSPERE1,CATSPERE,HCOP,7
CCDC179,CCDC179,HCOP,7
CCDC7A,CCDC7,HCOP,7
CCL27B,CCL27,HCOP,7
CCL5,CCL5,HCOP,7
CCR2,CCR2,HCOP,7
CELA3A,CELA3A,HCOP,7
CES1G,CES1,HCOP,7
CES2A,CES2,HCOP,7
CES2B,CES2,HCOP,7
CES2F,CES2,HCOP,7
CFAP46,CFAP46,HCOP,7
CLEC10A,CLEC10A,HCOP,7
CMTM1,CMTM1,HCOP,7
COX7B2,COX7B2,HCOP,7
COX8C,COX8C,HCOP,7
CRACD,CRACD,HCOP,7
CSL,CS,HCOP,7
CST9,CST9L,HCOP,7
CSTDC4,CSTA,HCOP,7
CSTDC6,CSTA,HCOP,7
CTSL,CTSV,HCOP,7
CWC22RT3,CWC22,HCOP,7
CXCL1,CXCL2,HCOP,7
CXCL5,CXCL6,HCOP,7
CYLC1,CYLC1,HCOP,7
CYLC2,CYLC2,HCOP,7
CYP11B1,CYP11B1,HCOP,7
CYP2A4,CYP2A6,HCOP,7
CYP2B10,CYP2B6,HCOP,7
CYP2B19,CYP2B6,HCOP,7
CYP3A41A,CYP3A5,HCOP,7
CYP3A44,CYP3A5,HCOP,7
CYP4A10,CYP4A11,HCOP,7
CYP4A12B,CYP4A22,HCOP,7
CYP4A32,CYP4A11,HCOP,7
CYP4F14,CYP4F2,HCOP,7
CYP4F15,CYP4F2,HCOP,7
CYSTM1,CYSTM1,HCOP,7
DCST2,DCST2,HCOP,7
DEFB1,DEFB1,HCOP,7
DEFB21,DEFB118,HCOP,7
DEFB41,DEFB110,HCOP,7
DERPC,DERPC,HCOP,7
DNAH14,DNAH14,HCOP,7
DNAH7A,DNAH7,HCOP,7
DPEP2,DPEP2,HCOP,7
DUSP21,DUSP21,HCOP,7
DYNLT2A2,DYNLT2,HCOP,7
EAR1,RNASE2,HCOP,7
EAR10,RNASE2,HCOP,7
EAR2,RNASE2,HCOP,7
EFCAB8,EFCAB8,HCOP,7
ENTPD4B,ENTPD4,HCOP,7
EPPIN,EPPIN,HCOP,7
ERFL,ERFL,HCOP,7
ERICH2,ERICH2,HCOP,7
ERICH6B,ERICH6B,HCOP,7
ESX1,ESX1,HCOP,7
FAM187A,FAM187A,HCOP,7
FAM240A,FAM240A,HCOP,7
FAM24A,FAM24A,HCOP,7
FAM25A,FAM25A,HCOP,7
FAM81B,FAM81B,HCOP,7
FATE1,FATE1,HCOP,7
FBXL22,FBXL22,HCOP,7
FBXW13,FBXW12,HCOP,7
FBXW15,FBXW12,HCOP,7
FBXW16,FBXW12,HCOP,7
FBXW18,FBXW12,HCOP,7
FBXW19,FBXW12,HCOP,7
FBXW20,FBXW12,HCOP,7
FBXW21,FBXW12,HCOP,7
FBXW22,FBXW12,HCOP,7
FBXW25,FBXW12,HCOP,7
FBXW26,FBXW12,HCOP,7
FBXW28,FBXW12,HCOP,7
FCGR4,FCGR3A,HCOP,7
FCRL6,FCRL6,HCOP,7
FER1L5,FER1L5,HCOP,7
FIGNL2,FIGNL2,HCOP,7
FRMPD3,FRMPD3,HCOP,7
GALR3,GALR3,HCOP,7
GBP10,GBP6,HCOP,7
GBP2B,GBP2,HCOP,7
GBP4,GBP6,HCOP,7
GBP5,GBP5,HCOP,7
GBP8,GBP6,HCOP,7
GBP9,GBP6,HCOP,7
GIMAP3,GIMAP5,HCOP,7
GM11639,EFCAB13,HCOP,7
GM13304,CCL21,HCOP,7
GM13305,IL11RA,HCOP,7
GM13306,CCL27,HCOP,7
GM34066,C2ORF66,HCOP,7
GM3414,LCORL,HCOP,7
GM5592,C2ORF78,HCOP,7
GM57482,COLQ,HCOP,7
GM57492,ATP8A2,HCOP,7
GM57721,RPL11,HCOP,7
GML2,GML,HCOP,7
GPX5,GPX5,HCOP,7
GSTM2,GSTM1,HCOP,7
GSTT4,GSTT4,HCOP,7
HAVCR1,HAVCR1,HCOP,7
HBA-A2,HBA2,HCOP,7
HMGN2,HMGN2,HCOP,7
HOMEZ,HOMEZ,HCOP,7
HRNR,HRNR,HCOP,7
HSPA1B,HSPA1A,HCOP,7
IFIT1,IFIT1B,HCOP,7
IFIT1BL1,IFIT1,HCOP,7
IFIT3B,IFIT3,HCOP,7
IFITM1,IFITM1,HCOP,7
IFITM2,IFITM2,HCOP,7
IFNA12,IFNA1,HCOP,7
IFNA14,IFNA1,HCOP,7
IFNA15,IFNA1,HCOP,7
IFNA16,IFNA1,HCOP,7
IFNA2,IFNA1,HCOP,7
IFNA5,IFNA1,HCOP,7
IFNA7,IFNA1,HCOP,7
IFNA9,IFNA1,HCOP,7
IGIP,IGIP,HCOP,7
IL22,IL22,HCOP,7
IL3,IL3,HCOP,7
INS1,INS,HCOP,7
ISY1,ISY1,HCOP,7
KDM5D,KDM5D,HCOP,7
KHDC1A,KHDC1,HCOP,7
KHDC1C,KHDC1,HCOP,7
KISS1,KISS1,HCOP,7
KLK1B1,KLK1,HCOP,7
KLK1B11,KLK1,HCOP,7
KLK1B16,KLK1,HCOP,7
KLK1B21,KLK1,HCOP,7
KLK1B22,KLK1,HCOP,7
KLK1B24,KLK1,HCOP,7
KLK1B4,KLK1,HCOP,7
KLK1B5,KLK1,HCOP,7
KLK1B8,KLK1,HCOP,7
KLRB1B,KLRB1,HCOP,7
KLRB1F,KLRB1,HCOP,7
KLRC3,KLRC1,HCOP,7
KRTAP13-1,KRTAP13-1,HCOP,7
KRTAP3-2,KRTAP3-3,HCOP,7
KRTAP4-16,KRTAP4-1,HCOP,7
LCE6A,LCE6A,HCOP,7
LILRA5,LILRA5,HCOP,7
LNP1,LNP1,HCOP,7
LRRC31,LRRC31,HCOP,7
LRRC37,LRRC37A2,HCOP,7
LRRC3C,LRRC3C,HCOP,7
LRRC72,LRRC72,HCOP,7
LYZ1,LYZ,HCOP,7
MAGEB5,MAGEB5,HCOP,7
MAGEB5B,MAGEB5,HCOP,7
MEIOSIN,MEIOSIN,HCOP,7
MILR1,MILR1,HCOP,7
MOBP,MOBP,HCOP,7
MPLKIPL1,MPLKIP,HCOP,7
MRGPRA9,MRGPRX2,HCOP,7
MRGPRB1,MRGPRX2,HCOP,7
MRGPRB2,MRGPRX2,HCOP,7
MRGPRX2,MRGPRX2,HCOP,7
MROH8,MROH8,HCOP,7
MS4A14,MS4A14,HCOP,7
MUC1,MUC1,HCOP,7
MUC4,MUC4,HCOP,7
MUC5AC,MUC5AC,HCOP,7
MUC6,MUC6,HCOP,7
MX2,MX1,HCOP,7
NAIP5,NAIP,HCOP,7
NAT8F1,NAT8,HCOP,7
NAT8F5,NAT8,HCOP,7
NLRP4F,NLRP4,HCOP,7
NLRP9A,NLRP9,HCOP,7
NLRP9B,NLRP9,HCOP,7
NUDT8,NUDT8,HCOP,7
OOSP1,OOSP1,HCOP,7
OPN1MW,OPN1LW,HCOP,7
OR10A2,OR10A5,HCOP,7
OR10AG54,OR10AG1,HCOP,7
OR10G1B,OR10G2,HCOP,7
OR10G3B,OR10G3,HCOP,7
OR10G9B,OR10G4,HCOP,7
OR10H5,OR10H5,HCOP,7
OR10K2,OR10K2,HCOP,7
OR11G2,OR11G2,HCOP,7
OR11H4,OR11H4,HCOP,7
OR13D1,OR13D1,HCOP,7
OR14A256,OR14A2,HCOP,7
OR14A257,OR14A2,HCOP,7
OR14A258,OR14A2,HCOP,7
OR14A260,OR14A2,HCOP,7
OR1E1,OR1E1,HCOP,7
OR1L4,OR1L6,HCOP,7
OR2AG1,OR2AG1,HCOP,7
OR2AG2B,OR2AG2,HCOP,7
OR2F1B,OR2F2,HCOP,7
OR2L13B,OR2L13,HCOP,7
OR2T29,OR2T4,HCOP,7
OR2T44,OR2T8,HCOP,7
OR2T46,OR2T4,HCOP,7
OR2T47,OR2T4,HCOP,7
OR2T49,OR2T4,HCOP,7
OR2W3,OR2W3,HCOP,7
OR4A15,OR4A15,HCOP,7
OR4B1B,OR4B1,HCOP,7
OR4C11B,OR4C11,HCOP,7
OR4C11C,OR4C11,HCOP,7
OR4C123,OR4C6,HCOP,7
OR4C35,OR4C5,HCOP,7
OR4F7,OR4F21,HCOP,7
OR4K15B,OR4K15,HCOP,7
OR4K15C,OR4K15,HCOP,7
OR4N4,OR4N4,HCOP,7
OR51B6B,OR51B6,HCOP,7
OR51F1,OR51F1,HCOP,7
OR51F1D,OR51F1,HCOP,7
OR52A5,OR52A5,HCOP,7
OR52I2,OR52I1,HCOP,7
OR52N4,OR52N4,HCOP,7
OR52N4B,OR52N4,HCOP,7
OR52R1,OR52R1,HCOP,7
OR52R1B,OR52R1,HCOP,7
OR56A5,OR56A5,HCOP,7
OR5AK24,OR5AK2,HCOP,7
OR5AK25,OR5AK2,HCOP,7
OR5B3,OR5B3,HCOP,7
OR5D18,OR5D18,HCOP,7
OR5H17,OR5H15,HCOP,7
OR5H23,OR5H14,HCOP,7
OR5H25,OR5H14,HCOP,7
OR5K15,OR5K4,HCOP,7
OR5K17,OR5K4,HCOP,7
OR5K8,OR5K3,HCOP,7
OR5L13,OR5L2,HCOP,7
OR5L14,OR5L2,HCOP,7
OR5M10,OR5M10,HCOP,7
OR5M9,OR5M9,HCOP,7
OR5P76,OR5P2,HCOP,7
OR5P80,OR5P3,HCOP,7
OR6N2,OR6N2,HCOP,7
OR7E177,OR7E24,HCOP,7
OR8A1,OR8A1,HCOP,7
OR8H9,OR8H1,HCOP,7
OR8K18,OR8K5,HCOP,7
ORM3,ORM2,HCOP,7
OXCT2B,OXCT2,HCOP,7
P3R3URF,P3R3URF,HCOP,7
PBLD1,PBLD,HCOP,7
PBLD2,PBLD,HCOP,7
PCDHA1,PCDHA1,HCOP,7
PCDHA11,PCDHA11,HCOP,7
PCDHA2,PCDHA2,HCOP,7
PCDHA3,PCDHA3,HCOP,7
PCDHA4,PCDHA4,HCOP,7
PCDHA5,PCDHA5,HCOP,7
PCDHA7,PCDHA7,HCOP,7
PCDHB18,PCDHB10,HCOP,7
PCDHB6,PCDHB5,HCOP,7
PCDHB8,PCDHB5,HCOP,7
PCDHGA11,PCDHGA11,HCOP,7
PCDHGA12,PCDHGA12,HCOP,7
PCDHGA4,PCDHGA4,HCOP,7
PCDHGB1,PCDHGB1,HCOP,7
PCDHGB4,PCDHGB4,HCOP,7
PCDHGC3,PCDHGC3,HCOP,7
PCDHGC4,PCDHGC4,HCOP,7
PDE4C,PDE4C,HCOP,7
PIGYL,PIGY,HCOP,7
PLA2G2A,PLA2G2A,HCOP,7
PRM2,PRM2,HCOP,7
PRPS1L1,PRPS1L1,HCOP,7
PRR23A1,PRR23A,HCOP,7
PRR23A2,PRR23A,HCOP,7
PRR23A3,PRR23A,HCOP,7
PTCHD3,PTCHD3,HCOP,7
PTPRG,PTPRG,HCOP,7
RETNLA,RETNLB,HCOP,7
RFPL4B,RFPL4B,HCOP,7
RNASE2B,RNASE2,HCOP,7
RNF113A2,RNF113A,HCOP,7
RNF212,RNF212,HCOP,7
RPP14,RPP14,HCOP,7
RPS2,RPS2,HCOP,7
SAA1,SAA1,HCOP,7
SAA2,SAA1,HCOP,7
SAMD13,SAMD13,HCOP,7
SCD1,SCD,HCOP,7
SCD3,SCD,HCOP,7
SCD4,SCD,HCOP,7
SCML2,SCML2,HCOP,7
SERPINA3A,SERPINA3,HCOP,7
SERPINA3F,SERPINA3,HCOP,7
SERPINA3I,SERPINA3,HCOP,7
SERPINB1C,SERPINB1,HCOP,7
